sess,page_end,leg,number,page_start,session_date,pub_date,id
2,50,8,53,1,2013-02-13 00:00:00,2013-02-14 00:00:00,l08s02n053
2,49,8,54,1,2013-02-14 00:00:00,2013-02-15 00:00:00,l08s02n054
2,41,8,55,1,2013-02-15 00:00:00,2013-02-16 00:00:00,l08s02n055
2,57,8,56,1,2013-02-20 00:00:00,2013-02-21 00:00:00,l08s02n056
2,38,8,57,1,2013-02-21 00:00:00,2013-02-22 00:00:00,l08s02n057
2,34,8,58,1,2013-02-22 00:00:00,2013-02-23 00:00:00,l08s02n058
2,43,8,59,1,2013-02-27 00:00:00,2013-02-28 00:00:00,l08s02n059
2,53,8,60,1,2013-02-28 00:00:00,2013-03-01 00:00:00,l08s02n060
2,47,8,61,1,2013-03-01 00:00:00,2013-03-02 00:00:00,l08s02n061
2,33,8,62,1,2013-03-06 00:00:00,2013-03-07 00:00:00,l08s02n062
2,74,8,63,1,2013-03-07 00:00:00,2013-03-08 00:00:00,l08s02n063
2,51,8,64,1,2013-03-08 00:00:00,2013-03-09 00:00:00,l08s02n064
2,32,8,65,1,2013-03-13 00:00:00,2013-03-14 00:00:00,l08s02n065
2,48,8,66,1,2013-03-14 00:00:00,2013-03-15 00:00:00,l08s02n066
2,68,8,67,1,2013-03-15 00:00:00,2013-03-16 00:00:00,l08s02n067
2,44,8,68,1,2013-03-20 00:00:00,2013-03-21 00:00:00,l08s02n068
2,52,8,69,1,2013-03-21 00:00:00,2013-03-22 00:00:00,l08s02n069
2,37,8,70,1,2013-03-22 00:00:00,2013-03-23 00:00:00,l08s02n070
2,41,8,71,1,2013-03-27 00:00:00,2013-03-28 00:00:00,l08s02n071
2,47,8,72,1,2013-03-28 00:00:00,2013-03-30 00:00:00,l08s02n072
2,61,8,73,1,2013-04-03 00:00:00,2013-04-04 00:00:00,l08s02n073
2,62,8,74,1,2013-04-04 00:00:00,2013-04-05 00:00:00,l08s02n074
2,35,8,75,1,2013-04-05 00:00:00,2013-04-06 00:00:00,l08s02n075
2,59,8,76,1,2013-04-10 00:00:00,2013-04-11 00:00:00,l08s02n076
2,60,8,77,1,2013-04-11 00:00:00,2013-04-12 00:00:00,l08s02n077
2,44,8,78,1,2013-04-12 00:00:00,2013-04-13 00:00:00,l08s02n078
2,63,8,79,1,2013-04-17 00:00:00,2013-04-18 00:00:00,l08s02n079
2,36,8,80,1,2013-04-18 00:00:00,2013-04-19 00:00:00,l08s02n080
2,55,8,81,1,2013-04-19 00:00:00,2013-04-20 00:00:00,l08s02n081
2,52,8,82,1,2013-04-24 00:00:00,2013-04-26 00:00:00,l08s02n082
2,24,8,83,1,2013-04-25 00:00:00,2013-04-26 00:00:00,l08s02n083
2,39,8,84,1,2013-05-02 00:00:00,2013-05-03 00:00:00,l08s02n084
2,42,8,85,1,2013-05-03 00:00:00,2013-05-04 00:00:00,l08s02n085
2,53,8,86,1,2013-05-08 00:00:00,2013-05-09 00:00:00,l08s02n086
2,28,8,87,1,2013-05-09 00:00:00,2013-05-10 00:00:00,l08s02n087
2,46,8,88,1,2013-05-10 00:00:00,2013-05-11 00:00:00,l08s02n088
2,57,8,89,1,2013-05-15 00:00:00,2013-05-16 00:00:00,l08s02n089
2,70,8,90,1,2013-05-16 00:00:00,2013-05-17 00:00:00,l08s02n090
2,65,8,91,1,2013-05-17 00:00:00,2013-05-18 00:00:00,l08s02n091
2,33,8,92,1,2013-05-22 00:00:00,2013-05-23 00:00:00,l08s02n092
2,51,8,93,1,2013-05-23 00:00:00,2013-05-24 00:00:00,l08s02n093
2,32,8,94,1,2013-05-24 00:00:00,2013-05-25 00:00:00,l08s02n094
2,51,8,95,1,2013-05-29 00:00:00,2013-05-30 00:00:00,l08s02n095
2,54,8,96,1,2013-05-30 00:00:00,2013-05-31 00:00:00,l08s02n096
2,60,8,97,1,2013-05-31 00:00:00,2013-06-01 00:00:00,l08s02n097
2,45,8,98,1,2013-06-05 00:00:00,2013-06-06 00:00:00,l08s02n098
2,74,8,99,1,2013-06-06 00:00:00,2013-06-07 00:00:00,l08s02n099
2,58,8,100,1,2013-06-07 00:00:00,2013-06-08 00:00:00,l08s02n100
2,54,8,101,1,2013-06-12 00:00:00,2013-06-14 00:00:00,l08s02n101
2,39,8,102,1,2013-06-14 00:00:00,2013-06-15 00:00:00,l08s02n102
2,63,8,103,1,2013-06-18 00:00:00,2013-06-19 00:00:00,l08s02n103
2,65,8,104,1,2013-06-19 00:00:00,2013-06-20 00:00:00,l08s02n104
2,41,8,105,1,2013-06-26 00:00:00,2013-06-27 00:00:00,l08s02n105
2,27,8,106,1,2013-06-27 00:00:00,2013-06-28 00:00:00,l08s02n106
2,66,8,107,1,2013-06-28 00:00:00,2013-06-29 00:00:00,l08s02n107
2,44,8,108,1,2013-07-03 00:00:00,2013-07-04 00:00:00,l08s02n108
2,44,8,109,1,2013-07-04 00:00:00,2013-07-05 00:00:00,l08s02n109
2,47,8,110,1,2013-07-05 00:00:00,2013-07-06 00:00:00,l08s02n110
2,35,8,111,1,2013-07-10 00:00:00,2013-07-11 00:00:00,l08s02n111
2,69,8,112,1,2013-07-11 00:00:00,2013-07-12 00:00:00,l08s02n112
2,62,8,113,1,2013-07-12 00:00:00,2013-07-13 00:00:00,l08s02n113
2,54,8,114,1,2013-07-18 00:00:00,2013-07-19 00:00:00,l08s02n114
2,79,8,115,1,2013-07-24 00:00:00,2013-07-25 00:00:00,l08s02n115
2,130,8,116,1,2013-07-29 00:00:00,2013-07-30 00:00:00,l08s02n116
2,43,8,117,1,2013-07-30 00:00:00,2013-07-31 00:00:00,l08s02n117
2,28,8,118,1,2013-09-11 00:00:00,2013-09-12 00:00:00,l08s02n118
3,45,8,1,1,2013-09-16 00:00:00,2013-09-17 00:00:00,l08s03n001
3,32,8,2,1,2013-09-17 00:00:00,2013-09-18 00:00:00,l08s03n002
3,42,8,3,1,2013-09-18 00:00:00,2013-09-19 00:00:00,l08s03n003
3,49,8,4,1,2013-10-02 00:00:00,2013-10-03 00:00:00,l08s03n004
3,32,8,5,1,2013-10-03 00:00:00,2013-10-04 00:00:00,l08s03n005
3,36,8,6,1,2013-10-04 00:00:00,2013-10-05 00:00:00,l08s03n006
3,56,8,7,1,2013-10-09 00:00:00,2013-10-10 00:00:00,l08s03n007
3,39,8,8,1,2013-10-10 00:00:00,2013-10-11 00:00:00,l08s03n008
3,47,8,9,1,2013-10-11 00:00:00,2013-10-12 00:00:00,l08s03n009
3,57,8,10,1,2013-10-16 00:00:00,2013-10-17 00:00:00,l08s03n010
3,40,8,11,1,2013-10-17 00:00:00,2013-10-18 00:00:00,l08s03n011
3,36,8,12,1,2013-10-18 00:00:00,2013-10-19 00:00:00,l08s03n012
3,45,8,13,1,2013-10-23 00:00:00,2013-10-24 00:00:00,l08s03n013
3,73,8,14,1,2013-10-24 00:00:00,2013-10-25 00:00:00,l08s03n014
3,66,8,15,1,2013-10-25 00:00:00,2013-10-26 00:00:00,l08s03n015
3,118,8,16,1,2013-10-31 00:00:00,2013-11-01 00:00:00,l08s03n016
3,133,8,17,1,2013-11-01 00:00:00,2013-11-02 00:00:00,l08s03n017
3,59,8,18,1,2013-11-21 00:00:00,2013-11-22 00:00:00,l08s03n018
3,62,8,19,1,2013-11-22 00:00:00,2013-11-23 00:00:00,l08s03n019
3,56,8,20,1,2013-11-25 00:00:00,2013-11-26 00:00:00,l08s03n020
3,72,8,21,1,2013-11-26 00:00:00,2013-11-27 00:00:00,l08s03n021
3,57,8,22,1,2013-11-29 00:00:00,2013-11-30 00:00:00,l08s03n022
3,72,8,23,1,2013-12-04 00:00:00,2013-12-05 00:00:00,l08s03n023
3,51,8,24,1,2013-12-05 00:00:00,2013-12-06 00:00:00,l08s03n024
3,65,8,25,1,2013-12-06 00:00:00,2013-12-07 00:00:00,l08s03n025
3,2,8,26,1,2013-12-09 00:00:00,2013-12-10 00:00:00,l08s03n026
3,56,8,27,1,2013-12-11 00:00:00,2013-12-12 00:00:00,l08s03n027
3,51,8,28,1,2013-12-12 00:00:00,2013-12-13 00:00:00,l08s03n028
3,52,8,29,1,2013-12-13 00:00:00,2013-12-14 00:00:00,l08s03n029
3,26,8,30,1,2013-12-18 00:00:00,2013-12-19 00:00:00,l08s03n030
3,45,8,31,1,2013-12-19 00:00:00,2013-12-20 00:00:00,l08s03n031
3,41,8,32,1,2013-12-20 00:00:00,2013-12-21 00:00:00,l08s03n032
3,58,8,33,1,2014-01-08 00:00:00,2014-01-09 00:00:00,l08s03n033
3,36,8,34,1,2014-01-09 00:00:00,2014-01-10 00:00:00,l08s03n034
3,52,8,35,1,2014-01-10 00:00:00,2014-01-11 00:00:00,l08s03n035
3,62,8,36,1,2014-01-15 00:00:00,2014-01-16 00:00:00,l08s03n036
3,42,8,37,1,2014-01-16 00:00:00,2014-01-17 00:00:00,l08s03n037
3,39,8,38,1,2014-01-17 00:00:00,2014-01-18 00:00:00,l08s03n038
3,41,8,39,1,2014-01-22 00:00:00,2014-01-23 00:00:00,l08s03n039
3,42,8,40,1,2014-01-23 00:00:00,2014-01-24 00:00:00,l08s03n040
3,73,8,41,1,2014-01-24 00:00:00,2014-01-25 00:00:00,l08s03n041
3,52,8,42,1,2014-01-29 00:00:00,2014-01-30 00:00:00,l08s03n042
3,37,8,43,1,2014-01-30 00:00:00,2014-01-31 00:00:00,l08s03n043
3,38,8,44,1,2014-01-31 00:00:00,2014-02-01 00:00:00,l08s03n044
3,55,8,45,1,2014-02-05 00:00:00,2014-02-06 00:00:00,l08s03n045
3,35,8,46,1,2014-02-06 00:00:00,2014-02-07 00:00:00,l08s03n046
3,44,8,47,1,2014-02-07 00:00:00,2014-02-08 00:00:00,l08s03n047
3,45,8,48,1,2014-02-12 00:00:00,2014-02-13 00:00:00,l08s03n048
3,60,8,49,1,2014-02-13 00:00:00,2014-02-14 00:00:00,l08s03n049
3,37,8,50,1,2014-02-14 00:00:00,2014-02-15 00:00:00,l08s03n050
3,44,8,51,1,2014-02-19 00:00:00,2014-02-20 00:00:00,l08s03n051
3,65,8,52,1,2014-02-20 00:00:00,2014-02-21 00:00:00,l08s03n052
3,34,8,53,1,2014-02-26 00:00:00,2014-02-27 00:00:00,l08s03n053
3,51,8,54,1,2014-02-27 00:00:00,2014-02-28 00:00:00,l08s03n054
3,62,8,55,1,2014-02-28 00:00:00,2014-03-01 00:00:00,l08s03n055
3,30,8,56,1,2014-03-05 00:00:00,2014-03-06 00:00:00,l08s03n056
3,44,8,57,1,2014-03-06 00:00:00,2014-03-07 00:00:00,l08s03n057
3,42,8,58,1,2014-03-07 00:00:00,2014-03-08 00:00:00,l08s03n058
3,43,8,59,1,2014-03-12 00:00:00,2014-03-13 00:00:00,l08s03n059
3,42,8,60,1,2014-03-13 00:00:00,2014-03-14 00:00:00,l08s03n060
3,52,8,61,1,2014-03-14 00:00:00,2014-03-15 00:00:00,l08s03n061
3,40,8,62,1,2014-03-19 00:00:00,2014-03-20 00:00:00,l08s03n062
3,35,8,63,1,2014-03-20 00:00:00,2014-03-21 00:00:00,l08s03n063
3,44,8,64,1,2014-03-21 00:00:00,2014-03-22 00:00:00,l08s03n064
3,64,8,65,1,2014-03-26 00:00:00,2014-03-27 00:00:00,l08s03n065
3,31,8,66,1,2014-03-27 00:00:00,2014-03-28 00:00:00,l08s03n066
3,61,8,67,1,2014-03-28 00:00:00,2014-03-29 00:00:00,l08s03n067
3,38,8,68,1,2014-04-02 00:00:00,2014-04-03 00:00:00,l08s03n068
3,33,8,69,1,2014-04-03 00:00:00,2014-04-04 00:00:00,l08s03n069
3,41,8,70,1,2014-04-04 00:00:00,2014-04-05 00:00:00,l08s03n070
3,39,8,71,1,2014-04-09 00:00:00,2014-04-10 00:00:00,l08s03n071
3,48,8,72,1,2014-04-10 00:00:00,2014-04-11 00:00:00,l08s03n072
3,46,8,73,1,2014-04-11 00:00:00,2014-04-12 00:00:00,l08s03n073
3,36,8,74,1,2014-04-16 00:00:00,2014-04-17 00:00:00,l08s03n074
3,48,8,75,1,2014-04-17 00:00:00,2014-04-19 00:00:00,l08s03n075
3,24,8,78,1,2014-04-25 00:00:00,2014-04-26 00:00:00,l08s03n078
1,16,9,1,1,2011-06-20 00:00:00,2011-06-21 00:00:00,l09s01n001
1,16,9,2,1,2011-06-21 00:00:00,2011-06-22 00:00:00,l09s01n002
1,84,9,3,1,2011-06-30 00:00:00,2011-07-01 00:00:00,l09s01n003
1,73,9,4,1,2011-07-01 00:00:00,2011-07-02 00:00:00,l09s01n004
1,40,9,5,1,2011-07-20 00:00:00,2011-07-21 00:00:00,l09s01n005
1,58,9,6,1,2011-07-21 00:00:00,2011-07-22 00:00:00,l09s01n006
1,40,9,7,1,2011-07-22 00:00:00,2011-07-23 00:00:00,l09s01n007
1,33,9,8,1,2011-07-27 00:00:00,2011-07-28 00:00:00,l09s01n008
1,45,9,9,1,2011-07-28 00:00:00,2011-07-29 00:00:00,l09s01n009
1,64,9,10,1,2011-07-29 00:00:00,2011-07-30 00:00:00,l09s01n010
1,68,9,11,1,2011-08-03 00:00:00,2011-08-04 00:00:00,l09s01n011
1,6,9,12,1,2012-10-13 00:00:00,2012-10-13 00:00:00,l09s01n012
1,57,9,13,1,2011-08-31 00:00:00,2011-09-01 00:00:00,l09s01n013
1,58,9,14,1,2011-09-01 00:00:00,2011-09-02 00:00:00,l09s01n014
1,55,9,15,1,2011-09-02 00:00:00,2011-09-03 00:00:00,l09s01n015
1,69,9,16,1,2011-09-07 00:00:00,2011-09-08 00:00:00,l09s01n016
1,76,9,17,1,2011-09-08 00:00:00,2011-09-09 00:00:00,l09s01n017
1,36,9,18,1,2011-09-14 00:00:00,2011-09-15 00:00:00,l09s01n018
1,74,9,19,1,2011-09-15 00:00:00,2011-09-16 00:00:00,l09s01n019
1,59,9,20,1,2011-09-16 00:00:00,2011-09-17 00:00:00,l09s01n020
1,41,9,21,1,2011-09-21 00:00:00,2011-09-22 00:00:00,l09s01n021
1,69,9,22,1,2011-09-22 00:00:00,2011-09-23 00:00:00,l09s01n022
1,68,9,23,1,2011-09-23 00:00:00,2011-09-24 00:00:00,l09s01n023
1,40,9,24,1,2011-09-28 00:00:00,2011-09-29 00:00:00,l09s01n024
1,71,9,25,1,2011-09-29 00:00:00,2011-09-30 00:00:00,l09s01n025
1,50,9,26,1,2011-09-30 00:00:00,2011-10-01 00:00:00,l09s01n026
1,62,9,27,1,2011-10-06 00:00:00,2011-10-07 00:00:00,l09s01n027
1,42,9,28,1,2011-10-07 00:00:00,2011-10-08 00:00:00,l09s01n028
1,48,9,29,1,2011-10-12 00:00:00,2011-10-13 00:00:00,l09s01n029
1,54,9,30,1,2011-10-13 00:00:00,2011-10-14 00:00:00,l09s01n030
1,41,9,31,1,2011-10-14 00:00:00,2011-10-15 00:00:00,l09s01n031
1,68,9,32,1,2011-10-19 00:00:00,2011-10-20 00:00:00,l09s01n032
1,22,9,33,1,2011-10-20 00:00:00,2011-10-21 00:00:00,l09s01n033
1,51,9,34,1,2011-10-21 00:00:00,2011-10-22 00:00:00,l09s01n034
1,51,9,35,1,2011-10-26 00:00:00,2011-10-27 00:00:00,l09s01n035
1,44,9,36,1,2011-10-27 00:00:00,2011-10-28 00:00:00,l09s01n036
1,64,9,37,1,2011-10-28 00:00:00,2011-10-29 00:00:00,l09s01n037
1,56,9,38,1,2011-11-04 00:00:00,2011-11-05 00:00:00,l09s01n038
1,123,9,39,1,2011-11-10 00:00:00,2011-11-11 00:00:00,l09s01n039
1,81,9,40,1,2011-11-11 00:00:00,2011-12-12 00:00:00,l09s01n040
1,30,9,41,1,2011-11-22 00:00:00,2011-11-23 00:00:00,l09s01n041
1,61,9,42,1,2011-11-25 00:00:00,2011-11-26 00:00:00,l09s01n042
1,67,9,43,1,2011-11-28 00:00:00,2011-11-29 00:00:00,l09s01n043
1,70,9,44,1,2011-11-29 00:00:00,2011-11-30 00:00:00,l09s01n044
1,54,9,45,1,2011-11-30 00:00:00,2011-12-02 00:00:00,l09s01n045
1,51,9,46,1,2011-12-02 00:00:00,2011-12-03 00:00:00,l09s01n046
1,65,9,47,1,2011-12-07 00:00:00,2011-12-09 00:00:00,l09s01n047
1,68,9,48,1,2011-12-09 00:00:00,2011-12-10 00:00:00,l09s01n048
1,34,9,49,1,2011-12-14 00:00:00,2011-12-15 00:00:00,l09s01n049
1,82,9,50,1,2011-12-15 00:00:00,2011-12-16 00:00:00,l09s01n050
1,47,9,51,1,2011-12-16 00:00:00,2011-12-17 00:00:00,l09s01n051
1,71,9,52,1,2011-12-21 00:00:00,2011-12-22 00:00:00,l09s01n052
1,57,9,53,1,2011-12-22 00:00:00,2011-12-23 00:00:00,l09s01n053
1,70,9,54,1,2012-01-04 00:00:00,2012-01-05 00:00:00,l09s01n054
1,60,9,55,1,2012-01-05 00:00:00,2012-01-06 00:00:00,l09s01n055
1,44,9,56,1,2012-01-06 00:00:00,2012-01-07 00:00:00,l09s01n056
1,67,9,57,1,2012-01-11 00:00:00,2012-01-12 00:00:00,l09s01n057
1,63,9,58,1,2012-01-12 00:00:00,2012-01-13 00:00:00,l09s01n058
1,43,9,59,1,2012-01-13 00:00:00,2012-01-14 00:00:00,l09s01n059
1,47,9,60,1,2012-01-18 00:00:00,2012-01-19 00:00:00,l09s01n060
1,76,9,61,1,2012-01-19 00:00:00,2012-01-20 00:00:00,l09s01n061
1,55,9,62,1,2012-01-20 00:00:00,2012-01-21 00:00:00,l09s01n062
1,44,9,63,1,2012-01-25 00:00:00,2012-01-26 00:00:00,l09s01n063
1,48,9,64,1,2012-01-26 00:00:00,2012-01-27 00:00:00,l09s01n064
1,50,9,65,1,2012-01-27 00:00:00,2012-01-28 00:00:00,l09s01n065
1,58,9,66,1,2012-02-01 00:00:00,2012-02-02 00:00:00,l09s01n066
1,58,9,67,1,2012-02-02 00:00:00,2012-02-03 00:00:00,l09s01n067
1,48,9,68,1,2012-02-03 00:00:00,2012-02-04 00:00:00,l09s01n068
1,41,9,69,1,2012-02-08 00:00:00,2012-02-09 00:00:00,l09s01n069
1,51,9,70,1,2012-02-09 00:00:00,2012-02-10 00:00:00,l09s01n070
1,60,9,71,1,2012-02-10 00:00:00,2012-02-11 00:00:00,l09s01n071
1,35,9,72,1,2012-02-15 00:00:00,2012-02-16 00:00:00,l09s01n072
1,54,9,73,1,2012-02-16 00:00:00,2012-02-17 00:00:00,l09s01n073
1,46,9,74,1,2012-02-17 00:00:00,2012-02-18 00:00:00,l09s01n074
1,54,9,75,1,2012-02-22 00:00:00,2012-02-23 00:00:00,l09s01n075
1,53,9,76,1,2012-02-23 00:00:00,2012-02-24 00:00:00,l09s01n076
1,56,9,77,1,2012-02-24 00:00:00,2012-02-25 00:00:00,l09s01n077
1,60,9,78,1,2012-02-29 00:00:00,2012-03-01 00:00:00,l09s01n078
1,47,9,79,1,2012-03-01 00:00:00,2012-03-02 00:00:00,l09s01n079
1,46,9,80,1,2012-03-02 00:00:00,2012-03-03 00:00:00,l09s01n080
1,28,9,81,1,2012-03-07 00:00:00,2012-03-08 00:00:00,l09s01n081
1,63,9,82,1,2012-03-08 00:00:00,2012-03-09 00:00:00,l09s01n082
1,63,9,83,1,2012-03-09 00:00:00,2012-03-10 00:00:00,l09s01n083
1,51,9,84,1,2012-03-14 00:00:00,2012-03-15 00:00:00,l09s01n084
1,65,9,85,1,2012-03-15 00:00:00,2012-03-16 00:00:00,l09s01n085
1,54,9,86,1,2012-03-16 00:00:00,2012-03-17 00:00:00,l09s01n086
1,46,9,87,1,2012-03-21 00:00:00,2012-03-22 00:00:00,l09s01n087
1,66,9,88,1,2012-03-22 00:00:00,2012-03-23 00:00:00,l09s01n088
1,60,9,89,1,2012-03-28 00:00:00,2012-03-29 00:00:00,l09s01n089
1,51,9,90,1,2012-03-29 00:00:00,2012-03-30 00:00:00,l09s01n090
1,43,9,91,1,2012-03-30 00:00:00,2012-03-31 00:00:00,l09s01n091
1,62,9,92,1,2012-04-04 00:00:00,2012-04-05 00:00:00,l09s01n092
1,45,9,93,1,2012-04-05 00:00:00,2012-04-07 00:00:00,l09s01n093
1,43,9,94,1,2012-04-11 00:00:00,2012-04-12 00:00:00,l09s01n094
1,54,9,95,1,2012-04-12 00:00:00,2012-04-13 00:00:00,l09s01n095
1,59,9,96,1,2012-04-13 00:00:00,2012-04-14 00:00:00,l09s01n096
1,59,9,97,1,2012-04-18 00:00:00,2012-04-19 00:00:00,l09s01n097
1,54,9,98,1,2012-04-19 00:00:00,2012-04-20 00:00:00,l09s01n098
1,39,9,99,1,2012-04-20 00:00:00,2012-04-21 00:00:00,l09s01n099
1,22,9,100,1,2012-04-25 00:00:00,2012-04-26 00:00:00,l09s01n100
1,36,9,101,1,2012-04-26 00:00:00,2012-04-27 00:00:00,l09s01n101
1,33,9,102,1,2012-04-27 00:00:00,2012-04-28 00:00:00,l09s01n102
1,44,9,103,1,2012-05-02 00:00:00,2012-05-03 00:00:00,l09s01n103
1,66,9,104,1,2012-05-03 00:00:00,2012-05-04 00:00:00,l09s01n104
1,28,9,105,1,2012-05-04 00:00:00,2012-05-05 00:00:00,l09s01n105
1,29,9,106,1,2012-05-09 00:00:00,2012-05-10 00:00:00,l09s01n106
1,42,9,107,1,2012-05-10 00:00:00,2012-05-11 00:00:00,l09s01n107
1,58,9,108,1,2012-05-11 00:00:00,2012-05-12 00:00:00,l09s01n108
1,40,9,109,1,2012-05-16 00:00:00,2012-05-17 00:00:00,l09s01n109
1,52,9,110,1,2012-05-17 00:00:00,2012-05-18 00:00:00,l09s01n110
1,59,9,111,1,2012-05-18 00:00:00,2012-05-19 00:00:00,l09s01n111
1,31,9,112,1,2012-05-23 00:00:00,2012-05-24 00:00:00,l09s01n112
1,32,9,113,1,2012-05-24 00:00:00,2012-05-25 00:00:00,l09s01n113
1,44,9,114,1,2012-05-25 00:00:00,2012-05-26 00:00:00,l09s01n114
1,30,9,115,1,2012-05-31 00:00:00,2012-05-31 00:00:00,l09s01n115
1,32,9,116,1,2012-05-31 00:00:00,2012-06-01 00:00:00,l09s01n116
1,78,9,117,1,2012-06-01 00:00:00,2012-06-02 00:00:00,l09s01n117
1,77,9,118,1,2012-06-06 00:00:00,2012-06-08 00:00:00,l09s01n118
1,49,9,119,1,2012-06-08 00:00:00,2012-06-09 00:00:00,l09s01n119
1,68,9,120,1,2012-06-14 00:00:00,2012-06-15 00:00:00,l09s01n120
1,38,9,121,1,2012-06-15 00:00:00,2012-06-16 00:00:00,l09s01n121
1,32,9,122,1,2012-06-20 00:00:00,2012-06-21 00:00:00,l09s01n122
1,35,9,123,1,2012-06-21 00:00:00,2012-06-22 00:00:00,l09s01n123
1,50,9,124,1,2012-06-22 00:00:00,2012-06-23 00:00:00,l09s01n124
1,65,9,125,1,2012-06-25 00:00:00,2012-06-26 00:00:00,l09s01n125
1,41,9,126,1,2012-06-27 00:00:00,2012-06-28 00:00:00,l09s01n126
1,36,9,127,1,2012-06-28 00:00:00,2012-06-29 00:00:00,l09s01n127
1,35,9,128,1,2012-06-29 00:00:00,2012-06-30 00:00:00,l09s01n128
1,63,9,129,1,2012-07-04 00:00:00,2012-07-05 00:00:00,l09s01n129
1,48,9,130,1,2012-07-05 00:00:00,2012-07-06 00:00:00,l09s01n130
1,55,9,131,1,2012-07-06 00:00:00,2012-07-07 00:00:00,l09s01n131
1,66,9,132,1,2012-07-11 00:00:00,2012-07-12 00:00:00,l09s01n132
1,67,9,133,1,2012-07-12 00:00:00,2012-07-13 00:00:00,l09s01n133
1,44,9,134,1,2012-07-13 00:00:00,2012-07-14 00:00:00,l09s01n134
1,81,9,135,1,2012-07-25 00:00:00,2012-07-26 00:00:00,l09s01n135
1,47,9,136,1,2012-09-12 00:00:00,2012-09-13 00:00:00,l09s01n136
2,45,9,1,1,2012-09-20 00:00:00,2012-09-20 00:00:00,l09s02n001
2,46,9,2,1,2012-09-20 00:00:00,2012-09-21 00:00:00,l09s02n002
2,59,9,3,1,2012-09-21 00:00:00,2012-09-22 00:00:00,l09s02n003
2,51,9,4,1,2012-09-26 00:00:00,2012-09-27 00:00:00,l09s02n004
2,50,9,5,1,2012-09-27 00:00:00,2012-09-28 00:00:00,l09s02n005
2,46,9,6,1,2012-09-28 00:00:00,2012-09-29 00:00:00,l09s02n006
2,64,9,7,1,2012-10-03 00:00:00,2012-10-04 00:00:00,l09s02n007
2,74,9,8,1,2012-10-04 00:00:00,2012-10-06 00:00:00,l09s02n008
2,59,9,9,1,2012-10-10 00:00:00,2012-10-11 00:00:00,l09s02n009
2,80,9,10,1,2012-10-11 00:00:00,2012-10-12 00:00:00,l09s02n010
2,56,9,11,1,2012-10-12 00:00:00,2012-10-13 00:00:00,l09s02n011
2,56,9,12,1,2012-10-17 00:00:00,2012-10-18 00:00:00,l09s02n012
2,48,9,13,1,2012-10-18 00:00:00,2012-10-19 00:00:00,l09s02n013
2,44,9,14,1,2012-10-19 00:00:00,2012-10-20 00:00:00,l09s02n014
2,42,9,15,1,2012-10-24 00:00:00,2012-10-25 00:00:00,l09s02n015
2,57,9,16,1,2012-10-25 00:00:00,2012-10-26 00:00:00,l09s02n016
2,77,9,17,1,2012-10-26 00:00:00,2012-10-27 00:00:00,l09s02n017
2,113,9,18,1,2012-10-30 00:00:00,2012-10-31 00:00:00,l09s02n018
2,87,9,19,1,2012-10-31 00:00:00,2012-11-02 00:00:00,l09s02n019
2,32,9,20,1,2012-11-21 00:00:00,2012-11-22 00:00:00,l09s02n020
2,53,9,21,1,2012-11-22 00:00:00,2012-11-23 00:00:00,l09s02n021
2,68,9,22,1,2012-11-23 00:00:00,2012-11-24 00:00:00,l09s02n022
2,81,9,23,1,2012-11-26 00:00:00,2012-11-27 00:00:00,l09s02n023
2,62,9,24,1,2012-11-27 00:00:00,2012-11-28 00:00:00,l09s02n024
2,66,9,25,1,2012-11-29 00:00:00,2012-11-30 00:00:00,l09s02n025
2,66,9,26,1,2012-12-05 00:00:00,2012-12-06 00:00:00,l09s02n026
2,39,9,27,1,2012-12-06 00:00:00,2012-12-07 00:00:00,l09s02n027
2,70,9,28,1,2012-12-07 00:00:00,2012-12-10 00:00:00,l09s02n028
2,47,9,29,1,2012-12-12 00:00:00,2012-12-13 00:00:00,l09s02n029
2,48,9,30,1,2012-12-13 00:00:00,2012-12-14 00:00:00,l09s02n030
2,63,9,31,1,2012-12-14 00:00:00,2012-12-15 00:00:00,l09s02n031
2,65,9,32,1,2012-12-19 00:00:00,2012-12-20 00:00:00,l09s02n032
2,46,9,33,1,2012-12-20 00:00:00,2012-12-21 00:00:00,l09s02n033
2,137,9,34,1,2012-12-21 00:00:00,2012-12-22 00:00:00,l09s02n034
2,43,9,35,1,2012-12-27 00:00:00,2012-12-28 00:00:00,l09s02n035
2,59,9,36,1,2013-01-03 00:00:00,2013-01-04 00:00:00,l09s02n036
2,42,9,37,1,2013-01-04 00:00:00,2013-01-05 00:00:00,l09s02n037
2,38,9,38,1,2013-01-09 00:00:00,2013-01-10 00:00:00,l09s02n038
2,41,9,39,1,2013-01-10 00:00:00,2013-01-11 00:00:00,l09s02n039
2,66,9,40,1,2013-01-11 00:00:00,2013-01-12 00:00:00,l09s02n040
2,68,9,41,1,2013-01-16 00:00:00,2013-01-17 00:00:00,l09s02n041
2,38,9,42,1,2013-01-17 00:00:00,2013-01-18 00:00:00,l09s02n042
2,42,9,43,1,2013-01-18 00:00:00,2013-01-19 00:00:00,l09s02n043
2,46,9,44,1,2013-01-23 00:00:00,2013-01-24 00:00:00,l09s02n044
2,53,9,45,1,2013-01-24 00:00:00,2013-01-25 00:00:00,l09s02n045
2,49,9,46,1,2013-01-25 00:00:00,2013-01-26 00:00:00,l09s02n046
